,Height,Weight,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,name,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,_name_clean
374,1.3 m (4′03″),0.1 kg (0.2 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),62,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,35,67,185,30,58,174,100,184,328,35,67,185,80,148,284,gastly,Gastly,Ghost,Poison,Purple,Ball,False,False,False,False,False,gastly
375,0.9 m (2′11″),29.9 kg (65.9 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",111,332,426,83,153,291,68,126,258,92,170,311,82,152,289,39,74,194,gastrodon,Gastrodon,Water,Ground,Purple,Squiggle,False,False,False,False,False,gastrodon
376,1.5 m (4′11″),82.5 kg (181.9 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",71,252,346,120,220,372,95,175,317,120,220,372,95,175,317,99,182,326,genesect,Genesect,Bug,Steel,Purple,Humanoid,True,False,False,False,False,genesect
377,1.5 m (4′11″),40.5 kg (89.3 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),250,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,65,121,251,60,112,240,130,238,394,75,139,273,110,202,350,gengar,Gengar,Ghost,Poison,Purple,Upright,False,False,False,False,False,gengar
378,1.4 m (4′07″),40.5 kg (89.3 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),270,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,65,121,251,80,148,284,170,310,482,95,175,317,130,238,394,mega gengar,Gengar,Ghost,,Purple,Upright,,,,,,gengar
379,0.4 m (1′04″),20.0 kg (44.1 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,80,148,284,100,184,328,30,58,174,30,58,174,20,40,152,geodude,Geodude,Rock,Ground,Brown,Arms,False,False,False,False,False,geodude
380,0.4 m (1′04″),20.3 kg (44.8 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,80,148,284,100,184,328,30,58,174,30,58,174,20,40,152,alolan geodude,Geodude,Rock,,Brown,Arms,,,,,,geodude
381,1.2 m (3′11″),30.0 kg (66.1 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),275,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",87,284,378,60,112,240,95,175,317,133,243,401,91,168,309,84,155,293,gholdengo,Goldeen,Water,,Red,Fish,,,,,,gholdengo
382,0.7 m (2′04″),20.5 kg (45.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),60,Slow,"Dragon, Monster","50% male, 50% female","40 (10,024–10,280 steps)",58,226,320,70,130,262,45,85,207,40,76,196,45,85,207,42,80,201,gible,Gible,Dragon,Ground,Blue,Upright,False,False,False,False,False,gible
383,1.7 m (5′07″),260.0 kg (573.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),232,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,135,247,405,130,238,394,60,112,240,80,148,284,25,49,163,gigalith,Gigalith,Rock,,Blue,Tentacles,False,False,False,False,False,gigalith
384,0.3 m (1′00″),5.0 kg (11.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),60,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",45,200,294,30,58,174,70,130,262,75,139,273,70,130,262,10,22,130,gimmighoul chest form,Petilil,Grass,,Green,Blob,,,,,,gimmighoul chest
385,0.1 m (0′04″),0.1 kg (0.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),60,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",45,200,294,30,58,174,25,49,163,75,139,273,45,85,207,80,148,284,gimmighoul roaming form,Simipour,Water,,Blue,Upright,,,,,,gimmighoul roaming
386,1.5 m (4′11″),41.5 kg (91.5 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),159,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,80,148,284,65,121,251,90,166,306,65,121,251,85,157,295,girafarig,Girafarig,Normal,Psychic,Yellow,Quadruped,False,False,False,False,False,girafarig
387,4.5 m (14′09″),750.0 kg (1653.5 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",150,410,504,100,184,328,120,220,372,100,184,328,120,220,372,90,166,306,giratina altered,Giratina Altered,Ghost,Dragon,Black,Tentacles,True,False,False,False,False,giratina altered
388,6.9 m (22′08″),650.0 kg (1433.0 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",150,410,504,120,220,372,100,184,328,120,220,372,100,184,328,90,166,306,giratina origin,Giratina Origin,Ghost,Dragon,Black,Tentacles,True,False,False,False,False,giratina
389,0.8 m (2′07″),25.9 kg (57.1 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",65,240,334,60,112,240,110,202,350,130,238,394,95,175,317,65,121,251,glaceon,Glaceon,Ice,,Blue,Quadruped,False,False,False,False,False,glaceon
390,1.5 m (4′11″),256.5 kg (565.5 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Fairy, Mineral","50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,80,148,284,80,148,284,80,148,284,80,148,284,80,148,284,glalie,Glalie,Ice,,Gray,Ball,False,False,False,False,False,glalie
391,2.1 m (6′11″),350.2 kg (772.1 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),203,Medium Fast,"Fairy, Mineral","50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,120,220,372,80,148,284,120,220,372,80,148,284,100,184,328,mega glalie,Glalie,Ice,,Gray,Ball,,,,,,glalie
392,0.5 m (1′08″),3.9 kg (8.6 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),62,Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",49,208,302,55,103,229,42,80,201,42,80,201,37,71,190,85,157,295,glameow,Glameow,Normal,,Gray,Quadruped,False,False,False,False,False,glameow
393,2.2 m (7′03″),800.0 kg (1763.7 lbs),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,145,265,427,130,238,394,65,121,251,110,202,350,30,58,174,glastrier,Glastrier,Ice,,White,Quadruped,True,False,False,False,False,glastrier
394,1.1 m (3′07″),64.8 kg (142.9 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),86,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,75,139,273,105,193,339,35,67,185,65,121,251,85,157,295,gligar,Gligar,Ground,Flying,Purple,Wings,False,False,False,False,False,gligar
395,0.7 m (2′04″),8.0 kg (17.6 lbs),"70 (9.1% with PokéBall, full HP)",50 (normal),70,Medium Slow,Mineral,"50% male, 50% female","30 (7,454–7,710 steps)",48,206,300,35,67,185,42,80,201,105,193,339,60,112,240,60,112,240,glimmet,Diglett,Ground,,Brown,Blob,,,,,,glimmet
396,1.5 m (4′11″),45.0 kg (99.2 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),184,Medium Slow,Mineral,"50% male, 50% female","30 (7,454–7,710 steps)",83,276,370,55,103,229,90,166,306,130,238,394,81,150,287,86,159,298,glimmora,Alomomola,Water,,Pink,Fish,,,,,,glimmora
397,2.0 m (6′07″),42.5 kg (93.7 lbs),"30 (3.9% with PokéBall, full HP)",50 (normal),179,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,95,175,317,125,229,383,45,85,207,75,139,273,95,175,317,gliscor,Gliscor,Ground,Flying,Purple,Wings,False,False,False,False,False,gliscor
398,0.8 m (2′07″),8.6 kg (19.0 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),138,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,65,121,251,70,130,262,85,157,295,75,139,273,40,76,196,gloom,Gloom,Grass,Poison,Blue,Humanoid,False,False,False,False,False,gloom
399,1.7 m (5′07″),91.0 kg (200.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),186,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",123,356,450,100,184,328,62,116,245,97,179,322,81,150,287,68,126,258,gogoat,Gogoat,Grass,,Brown,Quadruped,False,False,False,False,False,gogoat
400,1.6 m (5′03″),55.0 kg (121.3 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),159,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",75,260,354,80,148,284,70,130,262,65,121,251,75,139,273,90,166,306,golbat,Golbat,Poison,Flying,Purple,Wings,False,False,False,False,False,golbat
401,0.6 m (2′00″),15.0 kg (33.1 lbs),"225 (29.4% with PokéBall, full HP)",50 (normal),64,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,67,125,256,60,112,240,35,67,185,50,94,218,63,117,247,goldeen,Goldeen,Water,,Red,Fish,False,False,False,False,False,goldeen
402,1.7 m (5′07″),76.6 kg (168.9 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,82,152,289,78,144,280,95,175,317,80,148,284,85,157,295,golduck,Golduck,Water,,Blue,Upright,False,False,False,False,False,golduck
403,1.4 m (4′07″),300.0 kg (661.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),223,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,120,220,372,130,238,394,55,103,229,65,121,251,45,85,207,golem,Golem,Rock,Ground,Brown,Humanoid,False,False,False,False,False,golem
404,1.7 m (5′07″),316.0 kg (696.7 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),223,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,120,220,372,130,238,394,55,103,229,65,121,251,45,85,207,alolan golem,Golem,Rock,,Brown,Humanoid,,,,,,golem
405,1.0 m (3′03″),92.0 kg (202.8 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",59,228,322,74,137,271,50,94,218,35,67,185,50,94,218,35,67,185,golett,Golett,Ground,Ghost,Green,Humanoid,False,False,False,False,False,golett
406,2.0 m (6′07″),108.0 kg (238.1 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),186,Medium Fast,"Bug, Water 3","50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,125,229,383,140,256,416,60,112,240,90,166,306,40,76,196,golisopod,Golisopod,Bug,Water,Gray,Humanoid,False,False,False,False,False,golisopod
407,2.8 m (9′02″),330.0 kg (727.5 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",89,288,382,124,227,381,80,148,284,55,103,229,80,148,284,55,103,229,golurk,Golurk,Ground,Ghost,Green,Humanoid,False,False,False,False,False,golurk
408,2.0 m (6′07″),150.5 kg (331.8 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",90,290,384,100,184,328,70,130,262,110,202,350,150,274,438,80,148,284,goodra,Goodra,Dragon,,Purple,Upright,False,False,False,False,False,goodra
409,1.7 m (5′07″),334.1 kg (736.6 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",80,270,364,100,184,328,100,184,328,110,202,350,150,274,438,60,112,240,hisuian goodra,Goodra,Dragon,,Purple,Upright,,,,,,goodra
410,0.3 m (1′00″),2.8 kg (6.2 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",45,200,294,50,94,218,35,67,185,55,103,229,75,139,273,40,76,196,goomy,Goomy,Dragon,,Purple,Squiggle,False,False,False,False,False,goomy
411,1.8 m (5′11″),22.6 kg (49.8 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),170,Erratic,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,84,155,293,105,193,339,114,209,359,75,139,273,52,98,223,gorebyss,Gorebyss,Water,,Pink,Squiggle,False,False,False,False,False,gorebyss
412,0.4 m (1′04″),2.2 kg (4.9 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),50,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,60,112,240,40,76,196,60,112,240,10,22,130,gossifleur,Gossifleur,Grass,,Green,Blob,False,False,False,False,False,gossifleur
413,0.4 m (1′04″),5.8 kg (12.8 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)",45,200,294,30,58,174,50,94,218,55,103,229,65,121,251,45,85,207,gothita,Gothita,Psychic,,Purple,Humanoid,False,False,False,False,False,gothita
414,1.5 m (4′11″),44.0 kg (97.0 lbs),"50 (6.5% with PokéBall, full HP)",50 (normal),245,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)",70,250,344,55,103,229,95,175,317,95,175,317,110,202,350,65,121,251,gothitelle,Gothitelle,Psychic,,Purple,Humanoid,False,False,False,False,False,gothitelle
415,0.7 m (2′04″),18.0 kg (39.7 lbs),"100 (13.1% with PokéBall, full HP)",50 (normal),137,Medium Slow,Human-Like,"25% male, 75% female","20 (4,884–5,140 steps)",60,230,324,45,85,207,70,130,262,75,139,273,85,157,295,55,103,229,gothorita,Gothorita,Psychic,,Purple,Humanoid,False,False,False,False,False,gothorita
416,3.5 m (11′06″),590.0 kg (1300.7 lbs),"10 (1.3% with PokéBall, full HP)",—,—,Slow,Undiscovered,Genderless,—,105,320,414,115,211,361,121,222,375,65,121,251,93,171,313,91,168,309,gouging fire,Dewgong,Water,,White,Fish,,,,,,gouging fire
417,0.9 m (2′11″),12.5 kg (27.6 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,90,166,306,122,224,377,58,108,236,75,139,273,84,155,293,gourgeist average size,Dragonite,Dragon,,Brown,Upright,,,,,,gourgeist average size
418,0.7 m (2′04″),9.5 kg (20.9 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,85,157,295,122,224,377,58,108,236,75,139,273,99,182,326,gourgeist small size,Togekiss,Fairy,,White,Wings,,,,,,gourgeist small size
419,1.1 m (3′07″),14.0 kg (30.9 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,95,175,317,122,224,377,58,108,236,75,139,273,69,128,260,gourgeist large size,Xurkitree,Electric,,Black,Upright,,,,,,gourgeist large size
420,1.7 m (5′07″),39.0 kg (86.0 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,100,184,328,122,224,377,58,108,236,75,139,273,54,101,227,gourgeist super size,Gossifleur,Grass,,Green,Blob,,,,,,gourgeist super size
421,0.7 m (2′04″),27.2 kg (60.0 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",63,236,330,95,175,317,65,121,251,80,148,284,72,134,267,110,202,350,grafaiai,Girafarig,Normal,,Yellow,Quadruped,,,,,,grafaiai
422,1.4 m (4′07″),48.7 kg (107.4 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),158,Fast,"Fairy, Field","25% male, 75% female","20 (4,884–5,140 steps)",90,290,384,120,220,372,75,139,273,60,112,240,60,112,240,45,85,207,granbull,Granbull,Fairy,,Purple,Upright,False,False,False,False,False,granbull
423,1.6 m (5′03″),39.0 kg (86.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Slow,"Human-Like, Water 1","50% male, 50% female","25 (6,169–6,425 steps)",80,270,364,118,216,368,90,166,306,70,130,262,80,148,284,42,80,201,grapploct,Grapploct,Fighting,,Blue,Tentacles,False,False,False,False,False,grapploct
424,1.0 m (3′03″),105.0 kg (231.5 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,95,175,317,115,211,361,45,85,207,45,85,207,35,67,185,graveler,Graveler,Rock,Ground,Brown,Humanoid,False,False,False,False,False,graveler
425,1.0 m (3′03″),110.0 kg (242.5 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,95,175,317,115,211,361,45,85,207,45,85,207,35,67,185,alolan graveler,Graveler,Rock,,Brown,Humanoid,,,,,,graveler
426,2.2 m (7′03″),320.0 kg (705.5 lbs),"30 (3.9% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",115,340,434,131,240,397,131,240,397,53,99,225,53,99,225,87,161,300,great tusk,Maractus,Grass,,Green,Blob,,,,,,great tusk
427,0.6 m (2′00″),35.0 kg (77.2 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,61,114,243,60,112,240,30,58,174,55,103,229,34,65,183,greavard,Braviary,Normal,,Red,Wings,,,,,,greavard
428,0.6 m (2′00″),6.0 kg (13.2 lbs),"90 (11.8% with PokéBall, full HP)",50 (normal),161,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",120,350,444,95,175,317,95,175,317,55,103,229,75,139,273,20,40,152,greedent,Greedent,Normal,,Brown,Upright,False,False,False,False,False,greedent
429,1.5 m (4′11″),40.0 kg (88.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,Water 1,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",72,254,348,95,175,317,67,125,256,103,189,335,71,132,265,122,224,377,greninja,Greninja,Water,Dark,Blue,Humanoid,False,False,False,False,False,greninja
430,1.5 m (4′11″),40.0 kg (88.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,Undiscovered,"100% male, 0% female","20 (4,884–5,140 steps)",72,254,348,145,265,427,67,125,256,153,279,445,71,132,265,132,242,399,ash-greninja,Greninja,Water,,Blue,Humanoid,,,,,,ash greninja
431,0.9 m (2′11″),30.0 kg (66.1 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,80,148,284,50,94,218,40,76,196,50,94,218,25,49,163,grimer,Grimer,Poison,,Purple,Arms,False,False,False,False,False,grimer
432,0.7 m (2′04″),42.0 kg (92.6 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,80,148,284,50,94,218,40,76,196,50,94,218,25,49,163,alolan grimer,Grimer,Poison,,Purple,Arms,,,,,,grimer
433,1.5 m (4′11″),61.0 kg (134.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),255,Medium Fast,"Fairy, Human-Like","100% male, 0% female","20 (4,884–5,140 steps)",95,300,394,120,220,372,65,121,251,95,175,317,75,139,273,60,112,240,grimmsnarl,Grimmsnarl,Dark,Fairy,Purple,Humanoid,False,False,False,False,False,grimmsnarl
434,0.3 m (1′00″),5.0 kg (11.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,50,94,218,40,76,196,40,76,196,65,121,251,grookey,Grookey,Grass,,Green,Upright,False,False,False,False,False,grookey
435,1.1 m (3′07″),97.0 kg (213.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",75,260,354,89,164,304,85,157,295,55,103,229,65,121,251,36,69,188,grotle,Grotle,Grass,,Green,Quadruped,False,False,False,False,False,grotle
436,3.5 m (11′06″),950.0 kg (2094.4 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),335,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,150,274,438,140,256,416,100,184,328,90,166,306,90,166,306,groudon,Groudon,Ground,,Red,Upright,True,False,False,False,False,groudon
437,5.0 m (16′05″),999.7 kg (2204.0 lbs),"5 (0.7% with PokéBall, full HP)",0 (lower than normal),347,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,180,328,504,160,292,460,150,274,438,90,166,306,90,166,306,primal groudon,Groudon,Ground,,Red,Upright,,,,,,primal groudon
438,0.9 m (2′11″),21.6 kg (47.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,45,85,207,85,157,295,65,121,251,95,175,317,grovyle,Grovyle,Grass,,Green,Upright,False,False,False,False,False,grovyle
439,0.7 m (2′04″),19.0 kg (41.9 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),70,Slow,Field,"75% male, 25% female","20 (4,884–5,140 steps)",55,220,314,70,130,262,45,85,207,70,130,262,50,94,218,60,112,240,growlithe,Growlithe,Fire,,Brown,Quadruped,False,False,False,False,False,growlithe
440,0.8 m (2′07″),22.7 kg (50.0 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),70,Slow,Field,"75% male, 25% female","20 (4,884–5,140 steps)",60,230,324,75,139,273,45,85,207,65,121,251,50,94,218,55,103,229,hisuian growlithe,Growlithe,Fire,,Brown,Quadruped,,,,,,growlithe
441,0.4 m (1′04″),4.4 kg (9.7 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",47,204,298,62,116,245,45,85,207,55,103,229,45,85,207,46,87,210,grubbin,Grubbin,Bug,,Gray,Armor,False,False,False,False,False,grubbin
